calcareous ooze	8.6000	5.6000	0.3000	0.0000
calcareous ooze	57.3000	56.2000	56.2000	55.0000
calcareous ooze	4.0000	3.7500	3.7500	2.6000
calcareous ooze	3.7500	2.6000	0.3000	0.0000
calcareous ooze	69.2000	66.6000	69.2000	66.6000
calcareous ooze	49.7000	47.3000	47.3000	43.4000
calcareous ooze	89.8000	88.0000	89.8000	88.0000
calcareous ooze	5.0000	4.1500	4.1500	4.0000
calcareous ooze	55.0000	53.6100	55.0000	53.6100
calcareous ooze	5.6000	5.0000	5.0000	4.1500
calcareous ooze	32.8000	32.3000	27.5000	23.9000
calcareous ooze	3.7500	2.6000	2.6000	2.5000
calcareous ooze	15.6000	13.6000	10.9000	10.7000
calcareous ooze	50.6000	49.7000	41.3000	37.0000
calcareous ooze	8.6000	5.6000	4.0000	3.7500
calcareous ooze	23.9000	22.2000	22.2000	19.0000
calcareous ooze	66.6000	65.0000	66.6000	65.0000
calcareous ooze	50.6000	49.7000	49.7000	47.3000
calcareous ooze	2.6000	2.5000	2.6000	2.5000
calcareous ooze	41.3000	37.0000	37.0000	36.0000
calcareous ooze	2.0000	0.5000	2.0000	0.5000
calcareous ooze	5.0000	4.1500	5.0000	4.1500
calcareous ooze	56.2000	55.0000	55.0000	53.6100
calcareous ooze	76.8000	76.0000	76.8000	76.0000
calcareous ooze	27.5000	23.9000	27.5000	23.9000
calcareous ooze	19.0000	18.3000	18.3000	15.6000
calcareous ooze	10.9000	10.7000	10.7000	9.4000
calcareous ooze	36.0000	34.2000	36.0000	34.2000
calcareous ooze	76.0000	72.1000	76.0000	72.1000
calcareous ooze	19.0000	18.3000	19.0000	18.3000
calcareous ooze	13.6000	11.8000	11.8000	10.9000
calcareous ooze	43.4000	41.3000	37.0000	36.0000
calcareous ooze	29.9000	27.5000	27.5000	23.9000
calcareous ooze	15.6000	13.6000	11.8000	10.9000
calcareous ooze	13.6000	11.8000	13.6000	11.8000
calcareous ooze	2.6000	2.5000	0.5000	0.3000
calcareous ooze	8.6000	5.6000	5.6000	5.0000
calcareous ooze	32.8000	32.3000	32.8000	32.3000
calcareous ooze	22.2000	19.0000	10.7000	9.4000
calcareous ooze	23.9000	22.2000	18.3000	15.6000
calcareous ooze	4.1500	4.0000	3.7500	2.6000
calcareous ooze	9.4000	8.6000	4.1500	4.0000
calcareous ooze	93.9000	91.0000	93.9000	91.0000
calcareous ooze	5.6000	5.0000	5.6000	5.0000
calcareous ooze	3.7500	2.6000	2.0000	0.5000
calcareous ooze	8.6000	5.6000	8.6000	5.6000
calcareous ooze	2.5000	2.0000	2.0000	0.5000
calcareous ooze	36.0000	34.2000	34.2000	32.8000
calcareous ooze	9.4000	8.6000	8.6000	5.6000
calcareous ooze	0.5000	0.3000	0.5000	0.3000
calcareous ooze	37.0000	36.0000	36.0000	34.2000
calcareous ooze	83.8000	81.0000	76.0000	72.1000
calcareous ooze	57.3000	56.2000	52.8500	50.6000
calcareous ooze	3.7500	2.6000	3.7500	2.6000
calcareous ooze	49.7000	47.3000	49.7000	47.3000
calcareous ooze	2.6000	2.5000	2.5000	2.0000
calcareous ooze	2.0000	0.5000	0.5000	0.3000
calcareous ooze	2.0000	0.5000	0.3000	0.0000
calcareous ooze	56.2000	55.0000	56.2000	55.0000
calcareous ooze	79.0000	77.6000	77.6000	76.8000
calcareous ooze	22.2000	19.0000	19.0000	18.3000
calcareous ooze	43.4000	41.3000	41.3000	37.0000
calcareous ooze	0.3000	0.0000	0.3000	0.0000
calcareous ooze	29.9000	27.5000	29.9000	27.5000
calcareous ooze	11.8000	10.9000	10.9000	10.7000
calcareous ooze	10.9000	10.7000	2.6000	2.5000
calcareous ooze	49.7000	47.3000	43.4000	41.3000
calcareous ooze	4.1500	4.0000	0.5000	0.3000
calcareous ooze	32.3000	29.9000	18.3000	15.6000
calcareous ooze	41.3000	37.0000	41.3000	37.0000
calcareous ooze	50.6000	49.7000	50.6000	49.7000
calcareous ooze	8.6000	5.6000	5.0000	4.1500
calcareous ooze	37.0000	36.0000	37.0000	36.0000
calcareous ooze	22.2000	19.0000	22.2000	19.0000
calcareous ooze	32.3000	29.9000	29.9000	27.5000
calcareous ooze	15.6000	13.6000	13.6000	11.8000
calcareous ooze	32.3000	29.9000	32.3000	29.9000
calcareous ooze	18.3000	15.6000	15.6000	13.6000
calcareous ooze	8.6000	5.6000	2.0000	0.5000
calcareous ooze	112.2000	103.0000	112.2000	103.0000
calcareous ooze	23.9000	22.2000	15.6000	13.6000
calcareous ooze	15.6000	13.6000	15.6000	13.6000
calcareous ooze	10.9000	10.7000	10.9000	10.7000
calcareous ooze	43.4000	41.3000	43.4000	41.3000
calcareous ooze	10.7000	9.4000	5.0000	4.1500
calcareous ooze	29.9000	27.5000	23.9000	22.2000
calcareous ooze	10.7000	9.4000	8.6000	5.6000
calcareous ooze	57.3000	56.2000	57.3000	56.2000
calcareous ooze	5.6000	5.0000	3.7500	2.6000
calcareous ooze	10.7000	9.4000	10.7000	9.4000
calcareous ooze	125.4000	112.2000	125.4000	112.2000
calcareous ooze	3.7500	2.6000	2.5000	2.0000
calcareous ooze	2.5000	2.0000	2.5000	2.0000
calcareous ooze	89.8000	88.0000	86.3000	85.0000
calcareous ooze	47.3000	43.4000	27.5000	23.9000
calcareous ooze	4.0000	3.7500	4.0000	3.7500
calcareous ooze	53.6100	52.8500	53.6100	52.8500
calcareous ooze	4.1500	4.0000	4.0000	3.7500
calcareous ooze	2.6000	2.5000	0.3000	0.0000
calcareous ooze	5.6000	5.0000	0.3000	0.0000
calcareous ooze	36.0000	34.2000	27.5000	23.9000
calcareous ooze	9.4000	8.6000	5.6000	5.0000
calcareous ooze	8.6000	5.6000	2.5000	2.0000
calcareous ooze	23.9000	22.2000	8.6000	5.6000
calcareous ooze	52.8500	50.6000	49.7000	47.3000
calcareous ooze	65.0000	64.5000	53.6100	52.8500
calcareous ooze	47.3000	43.4000	47.3000	43.4000
calcareous ooze	2.5000	2.0000	0.5000	0.3000
calcareous ooze	32.8000	32.3000	32.3000	29.9000
calcareous ooze	13.6000	11.8000	10.9000	10.7000
calcareous ooze	5.6000	5.0000	4.0000	3.7500
calcareous ooze	4.1500	4.0000	4.1500	4.0000
calcareous ooze	47.3000	43.4000	43.4000	41.3000
Calcic Latite Volcanic	33.9000	28.1000	33.9000	28.1000
Caldwell	501.0000	496.8000	470.0000	464.0000
Caldwell Canyon Volcanics	23.0300	20.4400	5.3330	3.6000
Caledonia Fm	86.3000	83.6000	83.6000	72.1000
Calera Limestone	93.9000	89.8000	89.8000	86.3000
Calhoun Fm	305.0000	298.9000	305.0000	298.9000
Calico Bluff Fm	348.0000	340.0000	315.2000	308.0000
Califon Mbr of Leithsville Fm	541.0000	513.0000	541.0000	513.0000
Calitroleum Sand Bed	7.2460	5.3330	7.2460	5.3330
Call Mill	850.0000	541.0000	850.0000	541.0000
Callaway (Cedar Valley) Fm	387.7000	382.7000	382.7000	379.0000
Callaway (Cedar Valley) Fm	387.7000	382.7000	387.7000	382.7000
Calloway Creek Limestone	452.0000	450.0000	452.0000	450.0000
Callville Limestone	323.2000	315.2000	323.2000	315.2000
Callville Limestone	305.0000	298.9000	305.0000	298.9000
Callville Limestone	323.2000	315.2000	308.0000	307.0000
Callville Limestone	323.2000	315.2000	307.0000	305.0000
Calmar	379.0000	372.2000	379.0000	372.2000
Calmar Fm	382.7000	372.2000	382.7000	372.2000
Calmut Mbr	387.7000	382.7000	382.7000	372.2000
Caloosahatchee Beds	2.5880	0.0117	2.5880	0.0117
Caloso Fm	358.9000	348.0000	348.0000	340.0000
Calumet	382.7000	379.0000	382.7000	379.0000
Calumet Mbr	387.7000	382.7000	382.7000	372.2000
Calvert	20.4400	15.9700	20.4400	15.9700
Calvert Beach Mbr	15.9700	13.8200	15.9700	13.8200
Calvert Bluff Fm	56.0000	47.8000	56.0000	47.8000
Calvert Fm	20.4400	15.9700	15.9700	13.8200
Calvert Fm	23.0300	20.4400	20.4400	15.9700
Calvin Sandstone	308.0000	307.0000	308.0000	307.0000
Camaco Fm	100.5000	93.9000	83.6000	72.1000
Camaro Nes Fm	33.9000	28.1000	33.9000	28.1000
Cambridge Argillite	2500.0000	541.0000	2500.0000	541.0000
Cambridge Shale Mbr of Conemaugh Fm	307.0000	305.0000	307.0000	305.0000
Camden Fm	419.2000	410.8000	407.6000	393.3000
Camelback Mountain Quartzite	2500.0000	541.0000	541.0000	513.0000
Camels Head Mbr of Deguynos Fm	5.3330	3.6000	5.3330	3.6000
Cameron Bay	1800.0000	1600.0000	1800.0000	1600.0000
Camillus Fm	423.0000	419.2000	423.0000	419.2000
Camp Colorado Limestone	298.9000	280.0000	298.9000	280.0000
Camp Cove Fm	247.2000	242.0000	242.0000	237.0000
Camp Creek Fm	2500.0000	541.0000	2500.0000	541.0000
Camp Davis Fm	20.4400	15.9700	15.9700	13.8200
Camp Nelson Limestone	458.4000	456.5000	458.4000	456.5000
Camp Rice Fm	2.5880	0.0117	2.5880	0.0117
Camp Run Mbr	372.2000	365.0000	365.0000	358.9000
Camp-Perrin Fm	20.4400	15.9700	13.8200	11.6200
Campagrande Fm	129.4000	125.0000	129.4000	125.0000
Campanaludal Fm	850.0000	635.0000	850.0000	635.0000
Campito Fm	541.0000	513.0000	541.0000	513.0000
Campo Chico Fm	382.7000	372.2000	372.2000	358.9000
Camptonitic Igneous Rocks	28.1000	23.0300	28.1000	23.0300
Campur	113.0000	100.5000	72.1000	66.0000
Campur Fm	113.0000	100.5000	83.6000	72.1000
Camrose	379.0000	372.2000	379.0000	372.2000
Camrose Fm	382.7000	372.2000	382.7000	372.2000
Camsell	410.8000	407.6000	407.6000	393.3000
Camsell	419.2000	410.8000	410.8000	407.6000
Camsell Fm	410.8000	407.6000	407.6000	393.3000
Camsell Fm	407.6000	393.3000	407.6000	393.3000
Camuy Fm	5.3330	3.6000	5.3330	3.6000
Canaan Peak Fm	66.0000	61.6000	59.2000	56.0000
Canada Head	541.0000	513.0000	464.0000	458.4000
Canada Hill Granite	2500.0000	541.0000	2500.0000	541.0000
Canadaway Gp	372.2000	365.0000	372.2000	365.0000
Canas Gypsum Mbr	280.0000	272.3000	280.0000	272.3000
Candelaria Fm	66.0000	61.6000	59.2000	56.0000
Candelaria Fm	252.1700	247.2000	252.1700	247.2000
Candland Shale	501.0000	496.8000	501.0000	496.8000
Candler Fm	2500.0000	541.0000	2500.0000	541.0000
Cane River Fm	47.8000	41.3000	41.3000	38.0000
Cane River Fm	56.0000	47.8000	47.8000	41.3000
Cane Spring Fm	237.0000	228.0000	237.0000	228.0000
Cane Valley Fm	83.6000	72.1000	83.6000	72.1000
Canebrake Conglomerate	3.6000	2.5880	2.5880	0.0117
Canebrake Conglomerate Fm of Palm Spring Gp	5.3330	3.6000	1.8060	0.7810
Canelo Hills Volcanics	174.1000	170.3000	170.3000	168.3000
Canepatch Fm	2.5880	0.0117	2.5880	0.0117
Caney Shale	358.9000	348.0000	333.0000	323.2000
Cannery Fm	365.0000	358.9000	323.2000	315.2000
Cannes De Roche	333.0000	323.2000	323.2000	315.2000
Canning	850.0000	541.0000	850.0000	541.0000
Cannonball Fm	66.0000	61.6000	59.2000	56.0000
Cannonball Fm	66.0000	56.0000	66.0000	56.0000
Cannonball Fm	66.0000	61.6000	66.0000	61.6000
Cano del Noroeste Fm	330.9000	315.0000	315.0000	307.0000
Cano del Oeste Fm	393.3000	387.7000	387.7000	382.7000
Cano Grande Fm	419.2000	410.8000	393.3000	387.7000
Cano Indio Fm	315.0000	307.0000	315.0000	307.0000
Canoas Siltstone Mbr	47.8000	41.3000	47.8000	41.3000
Canoe Brook	541.0000	513.0000	541.0000	513.0000
Canoe Fm	41.3000	38.0000	38.0000	33.9000
Canol	382.7000	379.0000	382.7000	379.0000
Canol	387.7000	382.7000	382.7000	372.2000
Canol Fm	387.7000	382.7000	382.7000	372.2000
Canol Fm	387.7000	382.7000	387.7000	382.7000
Canon de Caballeros Fm	443.4000	419.2000	443.4000	419.2000
Canon Rhyolite	13.8200	11.6200	13.8200	11.6200
Canrobert	485.4000	477.7000	477.7000	470.0000
Canrobert Fm	485.4000	477.7000	477.7000	470.0000
Cantelha Fm	113.0000	100.5000	100.5000	93.9000
Canterbury Gneiss	365.0000	358.9000	348.0000	340.0000
Cantua Sandstone Mbr	56.0000	47.8000	56.0000	47.8000
Cantuar	113.0000	100.5000	113.0000	100.5000
Cantuar Fm	113.0000	100.5000	113.0000	100.5000
Cantwell Fm	66.0000	61.6000	66.0000	61.6000
Canutillo Fm	387.7000	382.7000	382.7000	379.0000
Canyon Creek	513.0000	501.0000	501.0000	496.8000
Canyon Creek	496.8000	492.5000	492.5000	485.4000
Canyon Del Rey Diatomite Mbr	13.8200	11.6200	11.6200	7.2460
Canyon Elv Fm	477.7000	470.0000	477.7000	470.0000
Canyon Fiord	323.2000	315.2000	308.0000	307.0000
Canyon Fiord	323.2000	315.2000	305.0000	298.9000
Canyon Fiord	323.2000	315.2000	307.0000	305.0000
Canyon Fiord	323.2000	315.2000	280.0000	272.3000
Canyon Fiord Fm	298.9000	295.5000	298.9000	295.5000
Canyon Fiord Fm	315.2000	307.0000	315.2000	307.0000
Canyon Fiord Fm	323.2000	315.2000	315.2000	308.0000
Canyon Fiord Fm	323.2000	315.2000	305.0000	298.9000
Canyon Fiord Fm	308.0000	307.0000	308.0000	307.0000
Canyon Fiord Fm	315.2000	308.0000	298.9000	295.5000
Canyon Fiord Fm	323.2000	315.2000	295.5000	290.1000
Canyon Fiord Fm	323.2000	315.2000	308.0000	307.0000
Canyon Fiord Fm	308.0000	307.0000	305.0000	298.9000
Canyon Fiord Fm	305.0000	298.9000	298.9000	295.5000
Canyon Fiord Fm	307.0000	305.0000	295.5000	290.1000
Canyon Fm	340.0000	333.0000	340.0000	333.0000
Canyon Gp	307.0000	305.0000	305.0000	298.9000
Canyon Gp	307.0000	305.0000	307.0000	305.0000
Canyon Limestone	307.0000	305.0000	305.0000	298.9000
Canyon Mountain Complex	272.3000	259.9000	247.2000	242.0000
Capay Fm	56.0000	47.8000	56.0000	47.8000
Capay Fm	56.0000	47.8000	47.8000	41.3000
Capdevila Fm	56.0000	47.8000	56.0000	47.8000
Cape Ann Granite	458.4000	456.5000	450.0000	445.2000
Cape Ann Granite	427.4000	423.0000	407.6000	393.3000
Cape Ball	2.5880	0.0117	2.5880	0.0117
Cape Bon Ami	419.2000	410.8000	419.2000	410.8000
Cape Butler Mbr	252.1700	250.4000	252.1700	251.2000
Cape Caledonia Mbr	242.0000	237.0000	242.0000	237.0000
Cape Calhoun Fm	453.5000	452.0000	452.0000	450.0000
Cape Canning Mbr	182.7000	174.1000	182.7000	174.1000
Cape Clay	485.4000	477.7000	485.4000	477.7000
Cape Clay Fm	485.4000	477.7000	485.4000	477.7000
Cape Columbia	850.0000	541.0000	850.0000	541.0000
Cape Cormorant Fm	464.0000	458.4000	464.0000	458.4000
Cape Crauford Fm	438.5000	433.4000	433.4000	427.4000
Cape Crauford Fm	438.5000	433.4000	438.5000	433.4000
Cape Crauford Fm	438.5000	433.4000	427.4000	423.0000
Cape Crawford	443.4000	433.4000	433.4000	427.4000
Cape Crawford	440.8000	438.5000	438.5000	433.4000
Cape Current Terrane	100.5000	93.9000	86.3000	83.6000
Cape De Bray	393.3000	387.7000	387.7000	382.7000
Cape De Bray Fm	393.3000	387.7000	393.3000	387.7000
Cape De Bray Fm	393.3000	387.7000	387.7000	382.7000
Cape De Bray Mbr	393.3000	387.7000	387.7000	382.7000
Cape Discovery Fm	458.4000	456.5000	456.5000	455.5000
Cape Discovery Fm	458.4000	456.5000	458.4000	456.5000
Cape Discovery Fm	455.5000	454.5000	454.5000	453.5000
Cape Discovery Fm	456.5000	455.5000	455.5000	454.5000
Cape Elizabeth Fm	477.7000	470.0000	477.7000	470.0000
Cape Fear Fm	100.5000	93.9000	100.5000	93.9000
Cape Fear Fm	113.0000	100.5000	100.5000	93.9000
Cape Fortune Mbr	372.2000	358.9000	372.2000	358.9000
Cape Foulweather Basalt	13.8200	11.6200	13.8200	11.6200
Cape Hay Fm	265.1000	259.9000	265.1000	259.9000
Cape Ingersoll	541.0000	513.0000	541.0000	513.0000
Cape Ingersoll Fm	521.0000	514.0000	521.0000	514.0000
Cape Ingersoll Fm	541.0000	513.0000	541.0000	513.0000
Cape Kent	541.0000	513.0000	541.0000	513.0000
Cape Kent Fm	541.0000	513.0000	541.0000	513.0000
Cape Kent Fm	521.0000	514.0000	521.0000	514.0000
Cape Leiper	541.0000	513.0000	541.0000	513.0000
Cape Leiper Fm	541.0000	513.0000	541.0000	513.0000
Cape Leiper Fm	521.0000	514.0000	521.0000	514.0000
Cape Limestone	453.5000	452.0000	452.0000	450.0000
Cape Limestone	452.0000	450.0000	452.0000	450.0000
Cape Lockwood Mbr	163.5000	157.3000	163.5000	157.3000
Cape May Fm	2.5880	0.0117	2.5880	0.0117
Cape Neddick Complex	125.0000	113.0000	113.0000	100.5000
Cape OBrien	247.4000	247.2000	247.4000	247.2000
Cape Phillips	452.0000	450.0000	407.6000	393.3000
Cape Phillips	452.0000	450.0000	419.2000	410.8000
Cape Phillips	450.0000	445.2000	423.0000	419.2000
Cape Phillips	452.0000	450.0000	393.3000	387.7000
Cape Phillips	452.0000	450.0000	423.0000	419.2000
Cape Phillips	452.0000	450.0000	433.4000	427.4000
Cape Phillips Fm	440.8000	438.5000	410.8000	407.6000
Cape Phillips Fm	452.0000	450.0000	423.0000	419.2000
Cape Phillips Fm	438.5000	433.4000	410.8000	407.6000
Cape Phillips Fm	452.0000	450.0000	410.8000	407.6000
Cape Phillips Fm	440.8000	438.5000	423.0000	419.2000
Cape Phillips Fm	452.0000	450.0000	419.2000	410.8000
Cape Rawson	433.4000	427.4000	387.7000	382.7000
Cape Rawson	419.2000	410.8000	382.7000	379.0000
Cape Rawson	393.3000	387.7000	393.3000	387.7000
Cape Rawson	452.0000	450.0000	382.7000	379.0000
Cape Rawson	427.4000	423.0000	382.7000	379.0000
Cape Rawson	452.0000	450.0000	419.2000	410.8000
Cape Richards Fm	464.0000	458.4000	464.0000	458.4000
Cape Rosier	501.0000	496.8000	464.0000	458.4000
Cape Rouge	358.9000	348.0000	358.9000	348.0000
Cape Schuchert Fm	440.8000	438.5000	440.8000	438.5000
Cape St John	438.5000	433.4000	438.5000	433.4000
Cape Storm	427.4000	423.0000	427.4000	423.0000
Cape Storm Fm	427.4000	423.0000	427.4000	423.0000
Cape Webster Fm	477.7000	470.0000	470.0000	464.0000
Cape Wood	513.0000	501.0000	513.0000	501.0000
Cape Wood Fm	514.0000	509.0000	514.0000	509.0000
Cape Wood Fm	513.0000	501.0000	513.0000	501.0000
Cape Woods Fm	407.6000	393.3000	393.3000	387.7000
Capilano Fm	0.0117	0.0000	0.0117	0.0000
Capistrano Fm	11.6200	7.2460	5.3330	3.6000
Capitan Limestone	272.3000	259.9000	259.9000	252.1700
Capitan Limestone	272.3000	259.9000	272.3000	259.9000
Caps Creek Beds	201.3000	199.3000	199.3000	190.8000
Capulin Basalts Beds	2.5880	0.0117	2.5880	0.0117
Carache Fm	315.0000	307.0000	290.1000	279.3000
Cararra Fm	541.0000	513.0000	513.0000	501.0000
Carbon Butte Member	850.0000	635.0000	850.0000	635.0000
Carbon Canyon Member	850.0000	635.0000	850.0000	635.0000
Carbon Ridge Fm	298.9000	280.0000	298.9000	280.0000
Carbonado Fm of Puget Gp	47.8000	41.3000	41.3000	38.0000
Carbonates of Tindir Gp	1600.0000	1300.0000	1300.0000	850.0000
Carbondale Fm	308.0000	307.0000	308.0000	307.0000
Carbonera C1	20.4400	15.9700	20.4400	15.9700
Carbonera C2	20.4400	15.9700	20.4400	15.9700
Carbonera C3	20.4400	15.9700	20.4400	15.9700
Carbonera C4	23.0300	20.4400	23.0300	20.4400
Carbonera C5	23.0300	20.4400	23.0300	20.4400
Carbonera C6	28.1000	23.0300	28.1000	23.0300
Carbonera C7	33.9000	28.1000	28.1000	23.0300
Carbonera C8	38.0000	33.9000	33.9000	28.1000
Card Sound Dolomite	89.8000	86.3000	83.6000	72.1000
Cardenas Fm	83.6000	72.1000	72.1000	66.0000
Cardenas lavas	1200.0000	1000.0000	1200.0000	1000.0000
Cardium	93.9000	89.8000	93.9000	89.8000
Cardium	93.9000	89.8000	89.8000	86.3000
Cardium Fm	93.9000	89.8000	93.9000	89.8000
Cardium Fm	93.9000	89.8000	89.8000	86.3000
Careaga Sandstone	3.6000	2.5880	3.6000	2.5880
Carey Dolomite	393.3000	387.7000	393.3000	387.7000
Carey Dolomite	407.6000	393.3000	393.3000	387.7000
Caribe Fm	15.9700	13.8200	13.8200	11.6200
Cariblanco Fm	83.6000	72.1000	72.1000	66.0000
Cariboo	541.0000	513.0000	456.5000	455.5000
Carimona Mbr of Platteville Fm	458.4000	456.5000	458.4000	456.5000
Carlile Fm	93.9000	89.8000	89.8000	86.3000
Carlile Fm	93.9000	89.8000	93.9000	89.8000
Carlin Canyon Fm	280.0000	272.3000	272.3000	259.9000
Carlisle Center Fm	407.6000	393.3000	407.6000	393.3000
Carlotta Fm	2.5880	0.0117	2.5880	0.0117
Carlsbad	452.0000	450.0000	450.0000	445.2000
Carlsbad Fm	450.0000	445.2000	450.0000	445.2000
Carlsbad Limestone	272.3000	259.9000	259.9000	252.1700
Carlton Rhyolite	513.0000	501.0000	513.0000	501.0000
Carmacks	83.6000	72.1000	66.0000	56.0000
Carmacks	66.0000	56.0000	56.0000	33.9000
Carmacks	56.0000	33.9000	56.0000	33.9000
Carmanah	33.9000	23.0300	33.9000	23.0300
Carmel Fm	168.3000	166.1000	166.1000	163.5000
Carmel Fm	170.3000	168.3000	168.3000	166.1000
Carmel Fm	182.7000	174.1000	168.3000	166.1000
Carmel Fm	174.1000	170.3000	166.1000	163.5000
Carmel Fm	170.3000	168.3000	166.1000	163.5000
Carmelo Fm	66.0000	61.6000	59.2000	56.0000
Carnahan Bayou Mbr	20.4400	15.9700	15.9700	13.8200
Carnerada Conglomerate Mbr	93.9000	89.8000	93.9000	89.8000
Carneros Sandstone Mbr	20.4400	15.9700	20.4400	15.9700
Carpenter Pond Fm	427.4000	423.0000	419.2000	410.8000
Carpenter Ridge Tuff	23.0300	20.4400	23.0300	20.4400
Carpenters Creek Tuff Mbr	38.0000	33.9000	38.0000	33.9000
Carrabassett Fm	419.2000	410.8000	419.2000	410.8000
Carrara Fm	541.0000	513.0000	513.0000	501.0000
Carrillo Puerto Fm	23.0300	20.4400	3.6000	2.5880
Carrington Mbr of Lodgepole Fm	358.9000	348.0000	358.9000	348.0000
Carringtons Pond Mbr of Trap Falls Fm	452.0000	450.0000	450.0000	445.2000
Carrizal Fm	541.0000	513.0000	492.5000	485.4000
Carrizo Fm	56.0000	47.8000	56.0000	47.8000
Carrizo Mountain Gp	2500.0000	541.0000	2500.0000	541.0000
Carswell	1600.0000	1300.0000	1600.0000	1300.0000
Carten Creek Fm	89.8000	86.3000	86.3000	83.6000
Carter Caves Sandstone	333.0000	323.2000	333.0000	323.2000
Carters Limestone	458.4000	456.5000	458.4000	456.5000
Carthage Limestone Mbr	307.0000	305.0000	307.0000	305.0000
Carwood Fm	348.0000	340.0000	348.0000	340.0000
Carys Mill Fm	453.5000	452.0000	440.8000	438.5000
Casanare and La Heliera and Puerto Lopez Mbr	485.4000	477.7000	458.4000	449.0000
Cascaden Fm	387.7000	382.7000	365.0000	358.9000
Caseyville	323.2000	315.2000	323.2000	315.2000
Caseyville Fm	323.2000	315.2000	323.2000	315.2000
Caseyville Fm and Abbott Fm	323.2000	315.2000	315.2000	308.0000
Cashaqua Shale	382.7000	379.0000	382.7000	379.0000
Casitas Fm	2.5880	0.0117	2.5880	0.0117
Cason Shale	450.0000	445.2000	440.8000	438.5000
Casper Fm	323.2000	315.2000	298.9000	280.0000
Casper Fm	323.2000	315.2000	280.0000	272.3000
Caspiana Mbr	129.4000	125.0000	129.4000	125.0000
Caspiana Mbr	132.9000	129.4000	129.4000	125.0000
Cass Fiord	504.5000	500.5000	485.4000	477.7000
Cass Fiord	485.4000	477.7000	485.4000	477.7000
Cass Fiord Fm	501.0000	496.8000	485.4000	477.7000
Cass Fiord Fm	485.4000	477.7000	485.4000	477.7000
Cass Fiord Fm	514.0000	509.0000	501.0000	496.8000
Cass Fm	305.0000	298.9000	305.0000	298.9000
Cassa Fm	298.9000	280.0000	298.9000	280.0000
Cassa Fm and Broom Creek Fm	298.9000	280.0000	298.9000	280.0000
Cassel Hills Mbr of Catahoula Fm	28.1000	23.0300	28.1000	23.0300
Casselman Fm of Conemaugh Gp	307.0000	305.0000	305.0000	298.9000
Cassiar Fm	113.0000	100.5000	113.0000	100.5000
Castaic Fm	11.6200	7.2460	11.6200	7.2460
Castellano Fm	166.1000	163.5000	163.5000	157.3000
Castile Anhydrite	259.9000	252.1700	259.9000	252.1700
Castile Volcanics	440.8000	438.5000	419.2000	410.8000
Castle Crags Pluton	182.7000	174.1000	166.1000	163.5000
Castle Hayne Fm	47.8000	41.3000	41.3000	38.0000
Castle Reef Dolomite	340.0000	333.0000	340.0000	333.0000
Castle Reef Dolomite	348.0000	340.0000	340.0000	333.0000
Castle Rock Conglomerate	33.9000	28.1000	33.9000	28.1000
Castner Limestone	4000.0000	2500.0000	4000.0000	2500.0000
Castor Creek Mbr	11.6200	7.2460	11.6200	7.2460
Catahoula	23.0300	20.4400	13.8200	11.6200
Catahoula Fm	33.9000	28.1000	23.0300	20.4400
Catahoula Fm	28.1000	23.0300	15.9700	13.8200
Catahoula Fm	33.9000	28.1000	15.9700	13.8200
Catahoula Fm	23.0300	20.4400	20.4400	15.9700
Catahoula Fm	33.9000	28.1000	20.4400	15.9700
Catahoula Fm	28.1000	23.0300	23.0300	20.4400
Catahoula Tuff	23.0300	20.4400	20.4400	15.9700
Catalina Schist	163.5000	157.3000	100.5000	93.9000
Cathedral	513.0000	501.0000	513.0000	501.0000
Cathedral Bluffs Mbr	47.8000	41.3000	47.8000	41.3000
Cathedral Cliffs Fm	56.0000	47.8000	47.8000	41.3000
Cathedral Fm	509.0000	504.5000	509.0000	504.5000
Cathedral Fm	513.0000	501.0000	513.0000	501.0000
Cathedral Mountain Fm	280.0000	272.3000	280.0000	272.3000
Catheys Fm	453.5000	452.0000	453.5000	452.0000
Catheys Fm	455.5000	454.5000	454.5000	453.5000
Catlin Mbr	496.8000	492.5000	496.8000	492.5000
Catoche Fm	477.7000	470.0000	477.7000	470.0000
Catoctin Fm	2500.0000	541.0000	2500.0000	541.0000
Catron Fm	315.2000	308.0000	315.2000	308.0000
Catskill Fm	365.0000	358.9000	365.0000	358.9000
Catskill Fm	372.2000	365.0000	365.0000	358.9000
Catskin Fm	93.9000	89.8000	93.9000	89.8000
Caution Creek	450.0000	445.2000	450.0000	445.2000
Cave Branch Bed of Newman Limestone	333.0000	323.2000	333.0000	323.2000
Caversham Sandstone	19.0000	15.9000	19.0000	15.9000
Caversham Sandstone	21.7000	19.0000	19.0000	15.9000
Caversham Sandstone	21.7000	19.0000	21.7000	19.0000
Cayo Coco Fm	152.1000	145.0000	113.0000	100.5000
Cedar Barn	438.5000	433.4000	427.4000	423.0000
Cedar Cove	423.0000	419.2000	372.2000	365.0000
Cedar District	83.6000	72.1000	83.6000	72.1000
Cedar Hills Sandstone	280.0000	272.3000	280.0000	272.3000
Cedar Hills Sandstone	272.3000	259.9000	272.3000	259.9000
Cedar Keys Fm	59.2000	56.0000	56.0000	47.8000
Cedar Lake	433.4000	427.4000	427.4000	423.0000
Cedar Mesa Mbr of Cutler Fm	298.9000	280.0000	280.0000	272.3000
Cedar Mesa Sandstone	298.9000	280.0000	298.9000	280.0000
Cedar Mountain Complex	2500.0000	541.0000	2500.0000	541.0000
